F3,F4,T3,T4,C1,C2
-0.1951004,1.7617586,-1.0846049,1.8976599,-0.6533248,0.9915468
-0.2787231,2.3762126,-0.2128233,1.8343818,-0.3079390,0.8840217
0.1203396,2.0366766,0.8214977,1.8889240,-0.3116471,0.8869445
-0.0274355,1.8079393,0.0920958,1.7734829,-0.5977486,1.6389499
-0.2058228,2.5841279,-0.5873979,1.4995281,-1.2251583,1.7634448
-0.3746605,2.0751085,-0.7510059,1.5530382,-1.3484696,1.1069173
-0.3401212,1.8043292,-1.1939987,1.2346551,-1.7894517,0.0879924
-0.2144472,1.3530049,-1.4776359,1.1267155,-1.9934305,0.8712186
-0.3123819,1.1034275,-1.0624360,1.0334475,-1.2229501,0.6874189
-0.5715995,0.7210996,-0.7672574,0.9529462,-1.0055094,0.0754110
-0.3336692,1.0752352,-0.2138215,0.9274160,-1.0072213,1.0565522
-0.4201648,1.0264214,-0.9582422,1.1677405,-1.5817690,1.4310271
-0.7338176,0.5802879,-1.4636601,1.1565574,-1.8656118,0.6454180
-0.7192734,0.8233021,-1.7342448,1.2211571,-1.7344092,0.5283557
-0.6276452,0.8627288,-1.9565003,1.2196208,-1.4151169,1.4674482
-0.4765880,0.9519506,-1.4887648,1.2634420,-2.1334553,1.1616294
-0.4695359,0.7369443,-0.6292034,1.4713573,-0.7624249,1.0675285
-0.5904702,0.8105448,-0.8083423,1.4623363,-0.6255808,1.1295228
-0.5887991,0.7397165,-0.4275329,1.2002593,-0.2858565,1.4487683
-0.3440202,0.5480076,-0.4281808,1.2530835,-0.5713232,0.9772744
-0.4106809,0.7493090,-1.2635123,1.2210990,-0.9122669,1.1650659
-0.3259130,1.3883137,-0.7532254,1.4200011,-1.2372918,1.2524478
-0.1730302,1.7931770,-0.0448146,1.6967967,-1.1613560,0.5472655
0.0779804,2.1648989,0.2194728,1.5045153,-1.0552551,0.2933192
0.3619607,2.1452148,0.6149523,1.9116808,-0.6189532,0.6951376
0.2614646,2.0440369,1.0390850,2.0550568,-0.2351531,0.3579245
0.2858756,1.5097494,0.8330656,1.7569934,-0.7332981,0.3571868
-0.0041407,1.5792376,-0.0821506,1.7310686,-1.1518114,1.4378134
-0.0008495,1.9863133,-0.5146295,1.6200536,-0.8094602,1.1926503
0.0405208,2.1110058,-0.8312147,1.4118088,-0.7718415,1.1643012
-0.1574491,2.2134054,-0.9540108,1.6825889,-1.1573414,1.2579150
0.1073472,2.3673692,-0.5084708,1.6206553,-1.5602332,1.5305983
0.0952014,2.3325551,-0.7095336,1.6941799,-1.1140401,1.1858017
